CRASH_DATE,LATITUDE,LONGITUDE,LIGHTING_CONDITION,INJURIES_FATAL
2021-09-06 06:23:00,41.882068479000004,-87.73294575700001,DAYLIGHT,1.0
2020-09-03 14:20:00,41.838073535999996,-87.65241283600001,DAYLIGHT,1.0
2021-10-10 17:09:00,41.958592923000005,-87.646337529,DAYLIGHT,1.0
2017-06-18 15:30:00,41.894844735999996,-87.754040122,DAYLIGHT,1.0
2021-06-27 10:54:00,41.799123881,-87.66457483,DAYLIGHT,1.0
2017-11-15 14:15:00,41.774468671,-87.666406254,DAYLIGHT,1.0
2019-09-16 11:11:00,,,DAYLIGHT,1.0
2022-02-12 16:25:00,41.959203242,-87.78694011600001,DAYLIGHT,1.0
2020-09-18 07:35:00,41.722383047,-87.589817885,DAYLIGHT,1.0
2021-11-05 17:36:00,41.764881796,-87.677008299,DAYLIGHT,1.0
2020-08-21 18:00:00,41.800313026,-87.733130796,DAYLIGHT,1.0
2018-04-01 16:35:00,41.823868370999996,-87.621457429,DAYLIGHT,1.0
2019-06-23 18:05:00,41.873821995,-87.683504205,DAYLIGHT,3.0
2022-02-03 06:30:00,41.95468257,-87.74719124399999,DAYLIGHT,1.0
2022-04-17 14:54:00,41.963678471,-87.65251340799999,DAYLIGHT,1.0
2022-09-15 08:05:00,41.769062342,-87.626640563,DAYLIGHT,1.0
2022-09-03 14:10:00,41.793097689,-87.74556748200001,DAYLIGHT,1.0
2022-09-08 11:44:00,41.89446403,-87.65288519799999,DAYLIGHT,1.0
2019-08-08 09:14:00,41.950770266999996,-87.747388115,DAYLIGHT,1.0
2022-09-24 17:55:00,41.792432225,-87.78287753,DAYLIGHT,1.0
2019-03-04 08:50:00,41.997784312,-87.68019291899999,DAYLIGHT,1.0
2019-08-26 09:00:00,41.827386421,-87.694594723,DAYLIGHT,1.0
2020-05-25 13:07:00,41.87433069,-87.639600735,DAYLIGHT,1.0
2019-10-01 12:22:00,41.80886014,-87.606402641,DAYLIGHT,1.0
2019-08-07 17:00:00,41.815449611,-87.69456940100001,DAYLIGHT,1.0
2018-03-03 07:11:00,41.765291025,-87.64456212700001,DAYLIGHT,1.0
